id,label,code,chapter_no,chapter_range,chapter_name,subchapter_code,subchapter_name,ncd_cd_injuries,ill_defined
aa8e9285-b0fa-4901-8821-a3922578f53b,Cerebral small vessel disease,I678,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
6172d8f4-eb3e-4fd9-a06d-92e7d5118148,Cerebral softening,G938,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
035242c0-c150-4628-bde7-7c0ad166dab8,Cerebral stenosis,G938,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
d7bc02eb-21a8-448e-9f17-c36b7cf77f99,Cerebral stricture,G938,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
8d7f7b14-574b-4849-b05b-7ccb614bed3e,Cerebral stroke,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
a6824ddb-a8bd-463a-a14d-659683eae7ef,Cerebral subdural haematoma,S065,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,,No
ea2cc0df-d700-4a89-91ea-6bc19d98ae02,Cerebral subdural haemorrhage,I620,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
f2314630-146f-4989-a700-673f9b4a2ac6,Cerebral swelling,G936,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
05b57473-c211-42d2-b2aa-953e943d9b45,Cerebral syndrome,F069,V,F00-F99,Mental and behavioural disorders,F00-F09,"Organic, including symptomatic, mental disorders",Noncommunicable diseases,No
371ab32c-1ab6-4d99-b565-f4e7181af16f,Cerebral TB,A178,I,A00-B99,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,Communicable diseases,No
215cf111-92fb-4f70-baa0-664dc8cc2dc7,Cerebral TB infection,A178,I,A00-B99,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,Communicable diseases,No
69b83732-d5ce-4810-9779-207ef2d11afb,Cerebral TBC,A178,I,A00-B99,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,Communicable diseases,No
69073b8e-d36a-4ffe-8743-93c65f7a682b,Cerebral TBC infection,A178,I,A00-B99,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,Communicable diseases,No
1d044392-d5b8-403b-9685-ad1c173adf64,Cerebral tentorium angiosarcoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
b2fb2b80-7ac6-4736-9a21-1d6e78ada515,Cerebral tentorium astroblastoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
71b5ef74-4d0d-4481-8301-f66a342fbd5d,Cerebral tentorium astrocytoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
ab46fe12-c54a-4f5b-bb1e-2d35e44e31e8,Cerebral tentorium astroglioma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
7c357cae-a41a-45b8-9104-538cc0a5fc07,Cerebral tentorium carcinoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
406256f5-4eab-4756-bf52-0e5660cf9c8a,Cerebral tentorium ependymoblastoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
a039265d-4675-4054-b9c8-3fa873b551ca,Cerebral tentorium ependymoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
83d97e1e-1c70-4ccd-9740-8ee92afff853,Cerebral tentorium fibrosarcoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
7f071ff2-abf0-45c3-b837-bca70f3dc5ce,Cerebral tentorium glioblastoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
d92cb513-ccc3-482e-97b7-6a03f53a875b,Cerebral tentorium glioma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
c434fca6-f904-4f60-b0a7-c442769a806a,Cerebral tentorium gliosarcoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
53178a8d-36a9-41e7-9f7f-1c3ae714ac03,Cerebral tentorium growth,D420,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
9c3f9981-9c00-4dee-85ba-2ec1d6f6e638,Cerebral tentorium liposarcoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
ca84ce83-9578-4ec1-b199-d2ede666ee5e,Cerebral tentorium medulloblastoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
baa40869-29cc-4365-809b-e89b74efb491,Cerebral tentorium melanoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
55efe3f3-2cda-49c3-a15b-3f7cb6c26991,Cerebral tentorium mesoepithelioma,C459,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
3558185c-5c50-457f-9e89-e0733a859d61,Cerebral tentorium mesothelioma,C459,II,C00-D48,Neoplasms,C45-C49,Malignant neoplasms of mesothelial and soft tissue,Noncommunicable diseases,No
9492dad1-63fa-43e6-84ae-6c67eb622968,Cerebral tentorium metastases,C793,II,C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Noncommunicable diseases,No
1c3a1474-6379-47d0-acff-33e8c818ffe7,Cerebral tentorium microglioma,C857,II,C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Noncommunicable diseases,No
3f1aa980-d8de-4a8f-84aa-6fe5d990aa4e,Cerebral tentorium myxoliposarcoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
67b54bbc-a495-4edd-9b1a-bf71ab12f473,Cerebral tentorium neoplasm,D420,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
6878931f-69be-423f-90c0-c1cc2fbc6e53,Cerebral tentorium neurilemmosarcoma,C725,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
5ee3ceda-782c-41b8-8d7c-4a069e759efc,Cerebral tentorium oligodendroblastoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
4a8e65fc-9248-4454-8e65-4bc76a7f8e42,Cerebral tentorium oligodendroglioma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
a639bf9d-0db2-4581-b6d9-ee93a671a52c,Cerebral tentorium sarcoma,C700,II,C00-D48,Neoplasms,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Noncommunicable diseases,No
9d5047b9-821f-4d2c-9069-d4376c464445,Cerebral tentorium tumour,D420,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
a7cd3231-b16f-44a0-8cc7-24756cacd392,Cerebral thalamic thrombosis,I6339,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
67412605-9eb9-4038-9718-d97254dc5db4,Cerebral thrombo angiitis obliterans,I677,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
ad495190-e5b5-43de-a926-a95534830de8,Cerebral thrombosis,I6339,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
c28e27ea-cf4e-45b3-b599-11309dc3d8b1,Cerebral toxoplasmosis,B588,I,A00-B99,Certain infectious and parasitic diseases,B50-B64,Protozoal diseases,Communicable diseases,No
2592cdc8-8a40-422d-8e32-87fcaff3a89a,Cerebral toxoplasmosis infection,B588,I,A00-B99,Certain infectious and parasitic diseases,B50-B64,Protozoal diseases,Communicable diseases,No
0559de98-f6fb-4ce8-8ebf-e3c7b9c2396c,Cerebral trauma,S069,XIX,S00-T98,"Injury, poisoning and certain other consequences of external causes",S00-S09,Injuries to the head,,No
55580eb0-3d43-4533-8ec1-7751e1516eb4,Cerebral tuberculosis,A178,I,A00-B99,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,Communicable diseases,No
d7e92024-9ea2-4e34-b524-12a1c33c2910,Cerebral tuberculosis infection,A178,I,A00-B99,Certain infectious and parasitic diseases,A15-A19,Tuberculosis,Communicable diseases,No
f64cce2c-ae49-4b99-9235-db4a22e6b2b6,Cerebral tumour,D430,II,C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,Noncommunicable diseases,No
81e28395-cb05-4b25-b139-07c75d60e49d,Cerebral vascular,I679,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
2354ae8d-46c9-449d-9149-e041b085cf19,Cerebral vascular accident,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
f788e727-9d53-4e05-b5a3-289a3d4f1643,Cerebral vascular accident attack,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
62fe0f84-12fa-4419-a40d-24c1f732f250,Cerebral vascular aneurysm,I671,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
1e9c6854-77e3-4c60-9856-551b14785e6b,Cerebral vascular arrest,I678,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
3ea20aa9-0073-4e7f-a778-5e6e1135c88f,Cerebral vascular arteriosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
6c67fc8a-65cd-4aea-9bcb-221b14bc53ef,Cerebral vascular arterosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
8fc5778e-f68f-4eb0-9291-0fa6f9c7568f,Cerebral vascular atherosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
912020a1-6d82-4d49-bf95-40c662e0d181,Cerebral vascular atresia,Q2839,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Noncommunicable diseases,No
4ff830ec-2f20-455c-ae12-dd1fc1eabce4,Cerebral vascular atrophy,I679,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
b8ed48c5-ecb6-4d1d-926e-c3787cd95dac,Cerebral vascular attack,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
697c3dde-cf63-48af-b777-ae1b8d5ff7a4,Cerebral vascular catastrophe,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
8b52ed6e-c1ea-48c2-af2b-cbcb4efbc455,Cerebral vascular collapse,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
7bbf2218-fb1d-4312-b14e-287696b3c847,Cerebral vascular damage,I679,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
f385ec52-c2cc-4cdd-b0ef-78d4edef2ec2,Cerebral vascular degenerative disease,I679,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
5b86dbe8-151f-4162-8752-08195368f307,Cerebral vascular deterioration,I678,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
febc83ee-8998-460f-9097-c10dfecb1789,Cerebral vascular disease,I679,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
a32ed372-2b06-4bfc-9279-dbdf80759edc,Cerebral vascular episode,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
5d97e8c5-f47f-4cf1-99df-a1d6ec47925b,Cerebral vascular event,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
8a21648f-636b-4b87-8324-221999363067,Cerebral vascular haemorrhage,I6199,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
519da968-10d3-48b0-80ce-1203daa3e51f,Cerebral vascular incident,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
8f8bf79b-28b9-4e90-931e-dcdf41471f80,Cerebral vascular infarction,I6399,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
57702574-1c3e-4632-9092-690f3e3297dc,Cerebral vascular insufficiency,I678,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
0fcf6c83-95d1-4007-9299-e90c5ab1bd75,Cerebral vascular ischaemia,I678,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
de16cb50-dc3d-4a48-9e00-8b1565b17076,Cerebral vascular occlusion,I6359,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
855cf05e-1255-4a2a-b04f-030e4f687282,Cerebral vascular phenomenon,I678,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
6087512b-e18f-4670-ae16-49aa9d84ab03,Cerebral vascular sclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
5c0f3900-1638-4d8b-ba13-771e6efca2e1,Cerebral vascular spasm,G459,VI,G00-G99,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,Noncommunicable diseases,No
97f3b24e-8b5e-4fc3-be12-62b9c6f4b2d2,Cerebral vascular stroke,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
7defb221-a381-4a36-b416-37a113224840,Cerebral vasculitis,I677,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
35dbad0a-dd53-445c-858f-2f7c1ca9befe,Cerebral vasospasm,G459,VI,G00-G99,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,Noncommunicable diseases,No
6c36e47d-ef15-4fb7-982f-b9241088846d,Cerebral vein anomaly,Q2839,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Noncommunicable diseases,No
997fa295-2d4e-4b3a-9fdc-45f6a6f5e758,Cerebral vein embolism,I6349,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
ac6d8fd3-d07a-4251-8e7a-9d2aef023969,Cerebral vein sinus phlebitis,G08,VI,G00-G99,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,Noncommunicable diseases,No
eea9ec01-b45d-4e98-b693-b885eb7b78f9,Cerebral venous anomaly,Q2839,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Noncommunicable diseases,No
49c79876-06a7-4ddb-840e-451191ec5574,Cerebral venous embolism,I6349,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
0f0aa102-c3d7-4547-9a39-d370b08d7319,Cerebral venous sinus phlebitis,G08,VI,G00-G99,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,Noncommunicable diseases,No
e818262e-9697-40e1-b076-e38893babc53,Cerebral ventricle accident,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
682fa756-3bba-4578-a2fe-ad947876e5cc,Cerebral ventricular accident,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
58577d8f-4674-4858-a44b-005bdf13c86d,Cerebral ventriculitis,G049,VI,G00-G99,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,Communicable diseases,No
4f4326df-8d51-454b-aaad-265e8f6cae2d,Cerebral vessel arteriosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
affdadb2-0a01-438b-92d1-e75691f62183,Cerebral vessel arteriosclerotic disease,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
1dbc7509-d847-4e11-b6d6-0d01b4aad7f9,Cerebral vessel arterosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
e983775e-4605-40fe-8b28-f8f4a80a06ad,Cerebral vessel arterosclerotic disease,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
d18182e4-a4d9-42ed-bdfb-f7cacbd2d3d3,Cerebral vessel atheroma,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
908d1ed0-3a5a-4080-acaf-c86a817a965a,Cerebral vessel haemorrhage,I6199,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
3fb2f669-c7d8-4aa3-a218-b27664114b5f,Cerebral vessel stenosis,I6359,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
3da780ab-e1d0-4276-b165-2fcd75742655,Cerebral vessels anomaly,Q2839,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Noncommunicable diseases,No
27bbb9dd-c758-4dcd-b22f-4eb56ececc75,Cerebral vessels atherosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
067d40f8-1b69-47db-b15d-fcd18f544962,Cerebralvascular,I679,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
26480413-2962-4346-8709-6dc5dab759dc,Cerebralvascular arteriosclerotic disease,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
9cae7fe5-007f-4384-8797-13723673ab9c,Cerebralvascular arterosclerotic disease,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
7cc7166b-18e0-4a25-b6e6-0936ab5574be,Cerebralvascular thrombosis,I6339,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
34bd1e31-7b29-46ca-a14e-a4b248fe30b4,Cerebritis,G049,VI,G00-G99,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,Communicable diseases,No
7eeafca6-946a-455c-875f-8a4cd5930bdd,Cerebro accident,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
eaf55b69-9573-4e59-8b13-4dadef4976bf,Cerebro arteriosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
f79e5a53-41f4-42c2-a6d1-5b8a55f304e3,Cerebro arteriosclerotic disease,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
a98039bb-47ce-4909-bb74-e68f7cac1671,Cerebro arterosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
37627b86-66b0-4f2f-8f23-1b140fac2cba,Cerebro arterosclerotic disease,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
b3fc70b9-5b31-4a4b-bcf3-56653b564dd4,Cerebro atherosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
7894e31f-3afe-44e0-8562-bebfc53eef7a,Cerebro medullary haemorrhagic infarction,I6399,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
c624c08c-ffa9-4dc7-8b89-2d8bc8acc650,Cerebro medullary haemorrhaging infarction,I6399,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
2207a113-c844-4ab0-bf9b-df18ec5b05fb,Cerebro occlusive disease,G939,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
3895fe8b-9b4e-4908-a760-59b42e9e286b,Cerebro pons failure,R298,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,,Yes
294a75df-9aa5-4080-a15a-530760c9fbf1,Cerebro pontine failure,R298,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,,Yes
3a508cb4-d4a6-4ae7-a744-e02f82948189,Cerebro thrombosis,I6339,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
2fe4213c-1760-434b-87a2-6ba7b552e5ff,Cerebro vascular accident,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
c73f727b-9c6c-492a-9321-44c9e9a13b55,Cerebro vascular attack,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
2add44c1-df50-4185-879f-db5f75c63a40,Cerebro vascular disease,I679,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
fcc631fb-9534-438c-a38e-d2c23e6b3c3b,Cerebro vascular episodes,I6409,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
9236742b-722f-490d-b479-e7af8b2e71a9,Cerebro vascular insult,I679,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
b0fa021c-6161-4d85-9c0f-1265a970f606,Cerebrocerebellar paralysis,G839,VI,G00-G99,Diseases of the nervous system,G80-G83,Cerebral palsy and other paralytic syndromes,Noncommunicable diseases,No
5b69cecc-dfe7-4c77-8679-82079e5313f0,Cerebrohepatorenal syndrome,Q898,XVII,Q00-Q99,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Noncommunicable diseases,No
0810f21d-3665-402d-a590-a3090344fd49,Cerebromacular degenerative disease,E750,IV,E00-E90,"Endocrine, nutritional and metabolic diseases",E70-E90,Metabolic disorders,Noncommunicable diseases,No
231f1ba8-0738-4640-95c4-c83663644f35,Cerebromalacia,G938,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
d78a699b-d5f7-4de0-bccd-d318464e27ca,Cerebromedullary failure,R688,XVIII,R00-R99,"Symptoms, signs  and abnormal clinical and laboratory findings not elsewhere classified",R50-R69,General symptoms and signs,,Yes
7e160826-1432-4f7f-ac05-df777350cee2,Cerebromeningeal bleeding,I6189,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
0db3dbb1-076c-4e29-8961-dedc15542815,Cerebromeningeal haemorrhage,I6189,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
bc31dd58-4b6d-4a2a-a5f5-d0c3e54dcb6f,Cerebroretinal lipidosis,E754,IV,E00-E90,"Endocrine, nutritional and metabolic diseases",E70-E90,Metabolic disorders,Noncommunicable diseases,No
b7e223de-e3d8-4896-9a29-1af4469b9df6,Cerebrorhinorrhea,G960,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
90011e77-25bb-45aa-a185-6548bd8e7508,Cerebrosclerosis,G379,VI,G00-G99,Diseases of the nervous system,G35-G37,Demyelinating diseases of the central nervous system,Noncommunicable diseases,No
713eda67-8abc-4eee-831e-d50718e5dacc,Cerebrospinal arachnoiditis,G039,VI,G00-G99,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,Communicable diseases,No
590c91e4-66f7-4eed-aed6-94b60856299c,Cerebrospinal arteriosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
034daa45-01cf-4ddf-b692-cc99d01485b2,Cerebrospinal arteriosclerotic disease,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
56cd39c0-abfe-436e-9be6-7f81a3687fcd,Cerebrospinal arterosclerosis,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
adb0bf99-cea2-4600-aafa-f72d65e48382,Cerebrospinal arterosclerotic disease,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
2a153f2c-c201-4c5d-b641-13fe66977aae,Cerebrospinal artery hardening,I672,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
589ee706-704f-40f3-907e-ae762dd34404,Cerebrospinal congestion,G938,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
6b0ce884-3516-4a71-adca-4d20d43623eb,Cerebrospinal disease,G969,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
86d25689-f898-4cba-ab16-a973b3c12e19,Cerebrospinal dysfunction,G968,VI,G00-G99,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,Noncommunicable diseases,No
bdd7e3c5-1966-4e36-ad94-a55b02ebd6bc,Cerebrospinal effusion,G039,VI,G00-G99,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,Communicable diseases,No
ba2ab9ef-540e-4b6f-b67d-f3ef5126be43,Cerebrospinal endarteritis,I677,IX,I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,Noncommunicable diseases,No
8886ff03-5670-4ee4-aa40-fa1d45b03a88,Cerebrospinal fever,G049,VI,G00-G99,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,Communicable diseases,No
