code;label;terminal;underlyingCauseUse;usCreated;nonCreatedCode
M4332;Recurrent atlantoaxial subluxation with myelopathy, Cervical region;1;0;1;M433
M4333;Recurrent atlantoaxial subluxation with myelopathy, Cervicothoracic region;1;0;1;M433
M4334;Recurrent atlantoaxial subluxation with myelopathy, Thoracic region;1;0;1;M433
M4335;Recurrent atlantoaxial subluxation with myelopathy, Thoracolumbar region;1;0;1;M433
M4336;Recurrent atlantoaxial subluxation with myelopathy, Lumbar region;1;0;1;M433
M4337;Recurrent atlantoaxial subluxation with myelopathy, Lumbosacral region;1;0;1;M433
M4338;Recurrent atlantoaxial subluxation with myelopathy, Sacral and sacrococcygeal region;1;0;1;M433
M4339;Recurrent atlantoaxial subluxation with myelopathy, Site unspecified;1;0;1;M433
M434;Other recurrent atlantoaxial subluxation;1;1;0;
M4340;Other recurrent atlantoaxial subluxation, Multiple sites in spine;1;0;1;M434
M4341;Other recurrent atlantoaxial subluxation, Occipito-atlanto-axial region;1;0;1;M434
M4342;Other recurrent atlantoaxial subluxation, Cervical region;1;0;1;M434
M4343;Other recurrent atlantoaxial subluxation, Cervicothoracic region;1;0;1;M434
M4344;Other recurrent atlantoaxial subluxation, Thoracic region;1;0;1;M434
M4345;Other recurrent atlantoaxial subluxation, Thoracolumbar region;1;0;1;M434
M4346;Other recurrent atlantoaxial subluxation, Lumbar region;1;0;1;M434
M4347;Other recurrent atlantoaxial subluxation, Lumbosacral region;1;0;1;M434
M4348;Other recurrent atlantoaxial subluxation, Sacral and sacrococcygeal region;1;0;1;M434
M4349;Other recurrent atlantoaxial subluxation, Site unspecified;1;0;1;M434
M435;Other recurrent vertebral subluxation;1;1;0;
M4350;Other recurrent vertebral subluxation, Multiple sites in spine;1;0;1;M435
M4351;Other recurrent vertebral subluxation, Occipito-atlanto-axial region;1;0;1;M435
M4352;Other recurrent vertebral subluxation, Cervical region;1;0;1;M435
M4353;Other recurrent vertebral subluxation, Cervicothoracic region;1;0;1;M435
M4354;Other recurrent vertebral subluxation, Thoracic region;1;0;1;M435
M4355;Other recurrent vertebral subluxation, Thoracolumbar region;1;0;1;M435
M4356;Other recurrent vertebral subluxation, Lumbar region;1;0;1;M435
M4357;Other recurrent vertebral subluxation, Lumbosacral region;1;0;1;M435
M4358;Other recurrent vertebral subluxation, Sacral and sacrococcygeal region;1;0;1;M435
M4359;Other recurrent vertebral subluxation, Site unspecified;1;0;1;M435
M436;Torticollis;1;1;0;
M4360;Torticollis, Multiple sites in spine;1;0;1;M436
M4361;Torticollis, Occipito-atlanto-axial region;1;0;1;M436
M4362;Torticollis, Cervical region;1;0;1;M436
M4363;Torticollis, Cervicothoracic region;1;0;1;M436
M4364;Torticollis, Thoracic region;1;0;1;M436
M4365;Torticollis, Thoracolumbar region;1;0;1;M436
M4366;Torticollis, Lumbar region;1;0;1;M436
M4367;Torticollis, Lumbosacral region;1;0;1;M436
M4368;Torticollis, Sacral and sacrococcygeal region;1;0;1;M436
M4369;Torticollis, Site unspecified;1;0;1;M436
M438;Other specified deforming dorsopathies;1;1;0;
M4380;Other specified deforming dorsopathies, Multiple sites in spine;1;0;1;M438
M4381;Other specified deforming dorsopathies, Occipito-atlanto-axial region;1;0;1;M438
M4382;Other specified deforming dorsopathies, Cervical region;1;0;1;M438
M4383;Other specified deforming dorsopathies, Cervicothoracic region;1;0;1;M438
M4384;Other specified deforming dorsopathies, Thoracic region;1;0;1;M438
M4385;Other specified deforming dorsopathies, Thoracolumbar region;1;0;1;M438
M4386;Other specified deforming dorsopathies, Lumbar region;1;0;1;M438
M4387;Other specified deforming dorsopathies, Lumbosacral region;1;0;1;M438
M4388;Other specified deforming dorsopathies, Sacral and sacrococcygeal region;1;0;1;M438
M4389;Other specified deforming dorsopathies, Site unspecified;1;0;1;M438
M439;Deforming dorsopathy, unspecified;1;1;0;
M4390;Deforming dorsopathy, unspecified, Multiple sites in spine;1;0;1;M439
M4391;Deforming dorsopathy, unspecified, Occipito-atlanto-axial region;1;0;1;M439
M4392;Deforming dorsopathy, unspecified, Cervical region;1;0;1;M439
M4393;Deforming dorsopathy, unspecified, Cervicothoracic region;1;0;1;M439
M4394;Deforming dorsopathy, unspecified, Thoracic region;1;0;1;M439
M4395;Deforming dorsopathy, unspecified, Thoracolumbar region;1;0;1;M439
M4396;Deforming dorsopathy, unspecified, Lumbar region;1;0;1;M439
M4397;Deforming dorsopathy, unspecified, Lumbosacral region;1;0;1;M439
M4398;Deforming dorsopathy, unspecified, Sacral and sacrococcygeal region;1;0;1;M439
M4399;Deforming dorsopathy, unspecified, Site unspecified;1;0;1;M439
M45;Ankylosing spondylitis;1;1;0;
M450;Ankylosing spondylitis, Multiple sites in spine;1;0;1;M45
M451;Ankylosing spondylitis, Occipito-atlanto-axial region;1;0;1;M45
M452;Ankylosing spondylitis, Cervical region;1;0;1;M45
M453;Ankylosing spondylitis, Cervicothoracic region;1;0;1;M45
M454;Ankylosing spondylitis, Thoracic region;1;0;1;M45
M455;Ankylosing spondylitis, Thoracolumbar region;1;0;1;M45
M456;Ankylosing spondylitis, Lumbar region;1;0;1;M45
M457;Ankylosing spondylitis, Lumbosacral region;1;0;1;M45
M458;Ankylosing spondylitis, Sacral and sacrococcygeal region;1;0;1;M45
M459;Ankylosing spondylitis, Site unspecified;1;0;1;M45
M46;Other inflammatory spondylopathies;0;0;0;
M460;Spinal enthesopathy;1;1;0;
M4600;Spinal enthesopathy, Multiple sites in spine;1;0;1;M460
M4601;Spinal enthesopathy, Occipito-atlanto-axial region;1;0;1;M460
M4602;Spinal enthesopathy, Cervical region;1;0;1;M460
M4603;Spinal enthesopathy, Cervicothoracic region;1;0;1;M460
M4604;Spinal enthesopathy, Thoracic region;1;0;1;M460
M4605;Spinal enthesopathy, Thoracolumbar region;1;0;1;M460
M4606;Spinal enthesopathy, Lumbar region;1;0;1;M460
M4607;Spinal enthesopathy, Lumbosacral region;1;0;1;M460
M4608;Spinal enthesopathy, Sacral and sacrococcygeal region;1;0;1;M460
M4609;Spinal enthesopathy, Site unspecified;1;0;1;M460
M461;Sacroiliitis, not elsewhere classified;1;1;0;
M4610;Sacroiliitis, not elsewhere classified, Multiple sites in spine;1;0;1;M461
M4611;Sacroiliitis, not elsewhere classified, Occipito-atlanto-axial region;1;0;1;M461
M4612;Sacroiliitis, not elsewhere classified, Cervical region;1;0;1;M461
M4613;Sacroiliitis, not elsewhere classified, Cervicothoracic region;1;0;1;M461
M4614;Sacroiliitis, not elsewhere classified, Thoracic region;1;0;1;M461
M4615;Sacroiliitis, not elsewhere classified, Thoracolumbar region;1;0;1;M461
M4616;Sacroiliitis, not elsewhere classified, Lumbar region;1;0;1;M461
M4617;Sacroiliitis, not elsewhere classified, Lumbosacral region;1;0;1;M461
M4618;Sacroiliitis, not elsewhere classified, Sacral and sacrococcygeal region;1;0;1;M461
M4619;Sacroiliitis, not elsewhere classified, Site unspecified;1;0;1;M461
M462;Osteomyelitis of vertebra;1;1;0;
M4620;Osteomyelitis of vertebra, Multiple sites in spine;1;0;1;M462
M4621;Osteomyelitis of vertebra, Occipito-atlanto-axial region;1;0;1;M462
M4622;Osteomyelitis of vertebra, Cervical region;1;0;1;M462
M4623;Osteomyelitis of vertebra, Cervicothoracic region;1;0;1;M462
M4624;Osteomyelitis of vertebra, Thoracic region;1;0;1;M462
M4625;Osteomyelitis of vertebra, Thoracolumbar region;1;0;1;M462
M4626;Osteomyelitis of vertebra, Lumbar region;1;0;1;M462
M4627;Osteomyelitis of vertebra, Lumbosacral region;1;0;1;M462
M4628;Osteomyelitis of vertebra, Sacral and sacrococcygeal region;1;0;1;M462
M4629;Osteomyelitis of vertebra, Site unspecified;1;0;1;M462
M463;Infection of intervertebral disc (pyogenic);1;1;0;
M4630;Infection of intervertebral disc (pyogenic), Multiple sites in spine;1;0;1;M463
M4631;Infection of intervertebral disc (pyogenic), Occipito-atlanto-axial region;1;0;1;M463
M4632;Infection of intervertebral disc (pyogenic), Cervical region;1;0;1;M463
M4633;Infection of intervertebral disc (pyogenic), Cervicothoracic region;1;0;1;M463
M4634;Infection of intervertebral disc (pyogenic), Thoracic region;1;0;1;M463
M4635;Infection of intervertebral disc (pyogenic), Thoracolumbar region;1;0;1;M463
M4636;Infection of intervertebral disc (pyogenic), Lumbar region;1;0;1;M463
M4637;Infection of intervertebral disc (pyogenic), Lumbosacral region;1;0;1;M463
M4638;Infection of intervertebral disc (pyogenic), Sacral and sacrococcygeal region;1;0;1;M463
M4639;Infection of intervertebral disc (pyogenic), Site unspecified;1;0;1;M463
M464;Discitis, unspecified;1;1;0;
M4640;Discitis, unspecified, Multiple sites in spine;1;0;1;M464
M4641;Discitis, unspecified, Occipito-atlanto-axial region;1;0;1;M464
M4642;Discitis, unspecified, Cervical region;1;0;1;M464
M4643;Discitis, unspecified, Cervicothoracic region;1;0;1;M464
M4644;Discitis, unspecified, Thoracic region;1;0;1;M464
M4645;Discitis, unspecified, Thoracolumbar region;1;0;1;M464
M4646;Discitis, unspecified, Lumbar region;1;0;1;M464
M4647;Discitis, unspecified, Lumbosacral region;1;0;1;M464
M4648;Discitis, unspecified, Sacral and sacrococcygeal region;1;0;1;M464
M4649;Discitis, unspecified, Site unspecified;1;0;1;M464
M465;Other infective spondylopathies;1;1;0;
M4650;Other infective spondylopathies, Multiple sites in spine;1;0;1;M465
M4651;Other infective spondylopathies, Occipito-atlanto-axial region;1;0;1;M465
M4652;Other infective spondylopathies, Cervical region;1;0;1;M465
M4653;Other infective spondylopathies, Cervicothoracic region;1;0;1;M465
M4654;Other infective spondylopathies, Thoracic region;1;0;1;M465
M4655;Other infective spondylopathies, Thoracolumbar region;1;0;1;M465
M4656;Other infective spondylopathies, Lumbar region;1;0;1;M465
M4657;Other infective spondylopathies, Lumbosacral region;1;0;1;M465
M4658;Other infective spondylopathies, Sacral and sacrococcygeal region;1;0;1;M465
M4659;Other infective spondylopathies, Site unspecified;1;0;1;M465
M468;Other specified inflammatory spondylopathies;1;1;0;
M4680;Other specified inflammatory spondylopathies, Multiple sites in spine;1;0;1;M468
M4681;Other specified inflammatory spondylopathies, Occipito-atlanto-axial region;1;0;1;M468
M4682;Other specified inflammatory spondylopathies, Cervical region;1;0;1;M468
M4683;Other specified inflammatory spondylopathies, Cervicothoracic region;1;0;1;M468
M4684;Other specified inflammatory spondylopathies, Thoracic region;1;0;1;M468
M4685;Other specified inflammatory spondylopathies, Thoracolumbar region;1;0;1;M468
M4686;Other specified inflammatory spondylopathies, Lumbar region;1;0;1;M468
M4687;Other specified inflammatory spondylopathies, Lumbosacral region;1;0;1;M468
M4688;Other specified inflammatory spondylopathies, Sacral and sacrococcygeal region;1;0;1;M468
M4689;Other specified inflammatory spondylopathies, Site unspecified;1;0;1;M468
M469;Inflammatory spondylopathy, unspecified;1;1;0;
M4690;Inflammatory spondylopathy, unspecified, Multiple sites in spine;1;0;1;M469
M4691;Inflammatory spondylopathy, unspecified, Occipito-atlanto-axial region;1;0;1;M469
M4692;Inflammatory spondylopathy, unspecified, Cervical region;1;0;1;M469
M4693;Inflammatory spondylopathy, unspecified, Cervicothoracic region;1;0;1;M469
M4694;Inflammatory spondylopathy, unspecified, Thoracic region;1;0;1;M469
M4695;Inflammatory spondylopathy, unspecified, Thoracolumbar region;1;0;1;M469
M4696;Inflammatory spondylopathy, unspecified, Lumbar region;1;0;1;M469
M4697;Inflammatory spondylopathy, unspecified, Lumbosacral region;1;0;1;M469
M4698;Inflammatory spondylopathy, unspecified, Sacral and sacrococcygeal region;1;0;1;M469
M4699;Inflammatory spondylopathy, unspecified, Site unspecified;1;0;1;M469
M47;Spondylosis;0;0;0;
M470;Anterior spinal and vertebral artery compression syndromes;1;1;0;
M4700;Anterior spinal and vertebral artery compression syndromes, Multiple sites in spine;1;0;1;M470
M4701;Anterior spinal and vertebral artery compression syndromes, Occipito-atlanto-axial region;1;0;1;M470
M4702;Anterior spinal and vertebral artery compression syndromes, Cervical region;1;0;1;M470
M4703;Anterior spinal and vertebral artery compression syndromes, Cervicothoracic region;1;0;1;M470
M4704;Anterior spinal and vertebral artery compression syndromes, Thoracic region;1;0;1;M470
M4705;Anterior spinal and vertebral artery compression syndromes, Thoracolumbar region;1;0;1;M470
M4706;Anterior spinal and vertebral artery compression syndromes, Lumbar region;1;0;1;M470
M4707;Anterior spinal and vertebral artery compression syndromes, Lumbosacral region;1;0;1;M470
M4708;Anterior spinal and vertebral artery compression syndromes, Sacral and sacrococcygeal region;1;0;1;M470
M4709;Anterior spinal and vertebral artery compression syndromes, Site unspecified;1;0;1;M470
M471;Other spondylosis with myelopathy;1;1;0;
M4710;Other spondylosis with myelopathy, Multiple sites in spine;1;0;1;M471
M4711;Other spondylosis with myelopathy, Occipito-atlanto-axial region;1;0;1;M471
M4712;Other spondylosis with myelopathy, Cervical region;1;0;1;M471
M4713;Other spondylosis with myelopathy, Cervicothoracic region;1;0;1;M471
M4714;Other spondylosis with myelopathy, Thoracic region;1;0;1;M471
M4715;Other spondylosis with myelopathy, Thoracolumbar region;1;0;1;M471
M4716;Other spondylosis with myelopathy, Lumbar region;1;0;1;M471
M4717;Other spondylosis with myelopathy, Lumbosacral region;1;0;1;M471
M4718;Other spondylosis with myelopathy, Sacral and sacrococcygeal region;1;0;1;M471
M4719;Other spondylosis with myelopathy, Site unspecified;1;0;1;M471
M472;Other spondylosis with radiculopathy;1;1;0;
M4720;Other spondylosis with radiculopathy, Multiple sites in spine;1;0;1;M472
M4721;Other spondylosis with radiculopathy, Occipito-atlanto-axial region;1;0;1;M472
M4722;Other spondylosis with radiculopathy, Cervical region;1;0;1;M472
M4723;Other spondylosis with radiculopathy, Cervicothoracic region;1;0;1;M472
M4724;Other spondylosis with radiculopathy, Thoracic region;1;0;1;M472
M4725;Other spondylosis with radiculopathy, Thoracolumbar region;1;0;1;M472
M4726;Other spondylosis with radiculopathy, Lumbar region;1;0;1;M472
M4727;Other spondylosis with radiculopathy, Lumbosacral region;1;0;1;M472
M4728;Other spondylosis with radiculopathy, Sacral and sacrococcygeal region;1;0;1;M472
M4729;Other spondylosis with radiculopathy, Site unspecified;1;0;1;M472
M478;Other spondylosis;1;1;0;
M4780;Other spondylosis, Multiple sites in spine;1;0;1;M478
M4781;Other spondylosis, Occipito-atlanto-axial region;1;0;1;M478
M4782;Other spondylosis, Cervical region;1;0;1;M478
M4783;Other spondylosis, Cervicothoracic region;1;0;1;M478
M4784;Other spondylosis, Thoracic region;1;0;1;M478
M4785;Other spondylosis, Thoracolumbar region;1;0;1;M478
M4786;Other spondylosis, Lumbar region;1;0;1;M478
M4787;Other spondylosis, Lumbosacral region;1;0;1;M478
M4788;Other spondylosis, Sacral and sacrococcygeal region;1;0;1;M478
M4789;Other spondylosis, Site unspecified;1;0;1;M478
M479;Spondylosis, unspecified;1;1;0;
M4790;Spondylosis, unspecified, Multiple sites in spine;1;0;1;M479
M4791;Spondylosis, unspecified, Occipito-atlanto-axial region;1;0;1;M479
M4792;Spondylosis, unspecified, Cervical region;1;0;1;M479
M4793;Spondylosis, unspecified, Cervicothoracic region;1;0;1;M479
M4794;Spondylosis, unspecified, Thoracic region;1;0;1;M479
M4795;Spondylosis, unspecified, Thoracolumbar region;1;0;1;M479
M4796;Spondylosis, unspecified, Lumbar region;1;0;1;M479
M4797;Spondylosis, unspecified, Lumbosacral region;1;0;1;M479
M4798;Spondylosis, unspecified, Sacral and sacrococcygeal region;1;0;1;M479
M4799;Spondylosis, unspecified, Site unspecified;1;0;1;M479
M48;Other spondylopathies;0;0;0;
M480;Spinal stenosis;1;1;0;
M4800;Spinal stenosis, Multiple sites in spine;1;0;1;M480
M4801;Spinal stenosis, Occipito-atlanto-axial region;1;0;1;M480
M4802;Spinal stenosis, Cervical region;1;0;1;M480
M4803;Spinal stenosis, Cervicothoracic region;1;0;1;M480
M4804;Spinal stenosis, Thoracic region;1;0;1;M480
M4805;Spinal stenosis, Thoracolumbar region;1;0;1;M480
M4806;Spinal stenosis, Lumbar region;1;0;1;M480
M4807;Spinal stenosis, Lumbosacral region;1;0;1;M480
M4808;Spinal stenosis, Sacral and sacrococcygeal region;1;0;1;M480
M4809;Spinal stenosis, Site unspecified;1;0;1;M480
M481;Ankylosing hyperostosis [Forestier];1;1;0;
M4810;Ankylosing hyperostosis [Forestier], Multiple sites in spine;1;0;1;M481
M4811;Ankylosing hyperostosis [Forestier], Occipito-atlanto-axial region;1;0;1;M481
M4812;Ankylosing hyperostosis [Forestier], Cervical region;1;0;1;M481
M4813;Ankylosing hyperostosis [Forestier], Cervicothoracic region;1;0;1;M481
M4814;Ankylosing hyperostosis [Forestier], Thoracic region;1;0;1;M481
M4815;Ankylosing hyperostosis [Forestier], Thoracolumbar region;1;0;1;M481
M4816;Ankylosing hyperostosis [Forestier], Lumbar region;1;0;1;M481
M4817;Ankylosing hyperostosis [Forestier], Lumbosacral region;1;0;1;M481
M4818;Ankylosing hyperostosis [Forestier], Sacral and sacrococcygeal region;1;0;1;M481
M4819;Ankylosing hyperostosis [Forestier], Site unspecified;1;0;1;M481
M482;Kissing spine;1;1;0;
M4820;Kissing spine, Multiple sites in spine;1;0;1;M482
M4821;Kissing spine, Occipito-atlanto-axial region;1;0;1;M482
M4822;Kissing spine, Cervical region;1;0;1;M482
M4823;Kissing spine, Cervicothoracic region;1;0;1;M482
M4824;Kissing spine, Thoracic region;1;0;1;M482
M4825;Kissing spine, Pelvic region and thigh;1;0;1;M482
M4826;Kissing spine, Lumbar region;1;0;1;M482
M4827;Kissing spine, Lumbosacral region;1;0;1;M482
M4828;Kissing spine, Sacral and sacrococcygeal region;1;0;1;M482
M4829;Kissing spine, Site unspecified;1;0;1;M482
M483;Traumatic spondylopathy;1;1;0;
M4830;Traumatic spondylopathy, Multiple sites in spine;1;0;1;M483
M4831;Traumatic spondylopathy, Occipito-atlanto-axial region;1;0;1;M483
M4832;Traumatic spondylopathy, Cervical region;1;0;1;M483
M4833;Traumatic spondylopathy, Cervicothoracic region;1;0;1;M483
M4834;Traumatic spondylopathy, Thoracic region;1;0;1;M483
M4835;Traumatic spondylopathy, Thoracolumbar region;1;0;1;M483
M4836;Traumatic spondylopathy, Lumbar region;1;0;1;M483
M4837;Traumatic spondylopathy, Lumbosacral region;1;0;1;M483
M4838;Traumatic spondylopathy, Sacral and sacrococcygeal region;1;0;1;M483
M4839;Traumatic spondylopathy, Site unspecified;1;0;1;M483
M484;Fatigue fracture of vertebra;1;1;0;
M4840;Fatigue fracture of vertebra, Multiple sites in spine;1;0;1;M484
M4841;Fatigue fracture of vertebra, Occipito-atlanto-axial region;1;0;1;M484
M4842;Fatigue fracture of vertebra, Cervical region;1;0;1;M484
M4843;Fatigue fracture of vertebra, Cervicothoracic region;1;0;1;M484
M4844;Fatigue fracture of vertebra, Thoracic region;1;0;1;M484
M4845;Fatigue fracture of vertebra, Thoracolumbar region;1;0;1;M484
M4846;Fatigue fracture of vertebra, Lumbar region;1;0;1;M484
M4847;Fatigue fracture of vertebra, Lumbosacral region;1;0;1;M484
M4848;Fatigue fracture of vertebra, Sacral and sacrococcygeal region;1;0;1;M484
M4849;Fatigue fracture of vertebra, Site unspecified;1;0;1;M484
M485;Collapsed vertebra, not elsewhere classified;1;1;0;
M4850;Collapsed vertebra, not elsewhere classified, Multiple sites in spine;1;0;1;M485
M4851;Collapsed vertebra, not elsewhere classified, Occipito-atlanto-axial region;1;0;1;M485
M4852;Collapsed vertebra, not elsewhere classified, Cervical region;1;0;1;M485
M4853;Collapsed vertebra, not elsewhere classified, Cervicothoracic region;1;0;1;M485
M4854;Collapsed vertebra, not elsewhere classified, Thoracic region;1;0;1;M485
M4855;Collapsed vertebra, not elsewhere classified, Thoracolumbar region;1;0;1;M485
M4856;Collapsed vertebra, not elsewhere classified, Lumbar region;1;0;1;M485
M4857;Collapsed vertebra, not elsewhere classified, Lumbosacral region;1;0;1;M485
M4858;Collapsed vertebra, not elsewhere classified, Sacral and sacrococcygeal region;1;0;1;M485
M4859;Collapsed vertebra, not elsewhere classified, Site unspecified;1;0;1;M485
M488;Other specified spondylopathies;1;1;0;
M4880;Other specified spondylopathies, Multiple sites in spine;1;0;1;M488
M4881;Other specified spondylopathies, Occipito-atlanto-axial region;1;0;1;M488
M4882;Other specified spondylopathies, Cervical region;1;0;1;M488
M4883;Other specified spondylopathies, Cervicothoracic region;1;0;1;M488
M4884;Other specified spondylopathies, Thoracic region;1;0;1;M488
M4885;Other specified spondylopathies, Thoracolumbar region;1;0;1;M488
M4886;Other specified spondylopathies, Lumbar region;1;0;1;M488
M4887;Other specified spondylopathies, Lumbosacral region;1;0;1;M488
M4888;Other specified spondylopathies, Sacral and sacrococcygeal region;1;0;1;M488
M4889;Other specified spondylopathies, Site unspecified;1;0;1;M488
M489;Spondylopathy, unspecified;1;1;0;
M4890;Spondylopathy, unspecified, Multiple sites in spine;1;0;1;M489
M4891;Spondylopathy, unspecified, Occipito-atlanto-axial region;1;0;1;M489
M4892;Spondylopathy, unspecified, Cervical region;1;0;1;M489
M4893;Spondylopathy, unspecified, Cervicothoracic region;1;0;1;M489
M4894;Spondylopathy, unspecified, Thoracic region;1;0;1;M489
M4895;Spondylopathy, unspecified, Thoracolumbar region;1;0;1;M489
M4896;Spondylopathy, unspecified, Lumbar region;1;0;1;M489
M4897;Spondylopathy, unspecified, Lumbosacral region;1;0;1;M489
M4898;Spondylopathy, unspecified, Sacral and sacrococcygeal region;1;0;1;M489
M4899;Spondylopathy, unspecified, Site unspecified;1;0;1;M489
M49;Spondylopathies in diseases classified elsewhere;0;0;0;
M490;Tuberculosis of spine;1;0;0;
M4900;Tuberculosis of spine, Multiple sites in spine;1;0;1;M490
M4901;Tuberculosis of spine, Occipito-atlanto-axial region;1;0;1;M490
M4902;Tuberculosis of spine, Cervical region;1;0;1;M490
M4903;Tuberculosis of spine, Cervicothoracic region;1;0;1;M490
M4904;Tuberculosis of spine, Thoracic region;1;0;1;M490
M4905;Tuberculosis of spine, Thoracolumbar region;1;0;1;M490
M4906;Tuberculosis of spine, Lumbar region;1;0;1;M490
M4907;Tuberculosis of spine, Lumbosacral region;1;0;1;M490
M4908;Tuberculosis of spine, Sacral and sacrococcygeal region;1;0;1;M490
M4909;Tuberculosis of spine, Site unspecified;1;0;1;M490
M491;Brucella spondylitis;1;0;0;
M4910;Brucella spondylitis, Multiple sites in spine;1;0;1;M491
M4911;Brucella spondylitis, Occipito-atlanto-axial region;1;0;1;M491
M4912;Brucella spondylitis, Cervical region;1;0;1;M491
M4913;Brucella spondylitis, Cervicothoracic region;1;0;1;M491
M4914;Brucella spondylitis, Thoracic region;1;0;1;M491
M4915;Brucella spondylitis, Thoracolumbar region;1;0;1;M491
M4916;Brucella spondylitis, Lumbar region;1;0;1;M491
M4917;Brucella spondylitis, Lumbosacral region;1;0;1;M491
M4918;Brucella spondylitis, Sacral and sacrococcygeal region;1;0;1;M491
M4919;Brucella spondylitis, Site unspecified;1;0;1;M491
M492;Enterobacterial spondylitis;1;0;0;
M4920;Enterobacterial spondylitis, Multiple sites in spine;1;0;1;M492
M4921;Enterobacterial spondylitis, Occipito-atlanto-axial region;1;0;1;M492
M4922;Enterobacterial spondylitis, Cervical region;1;0;1;M492
M4923;Enterobacterial spondylitis, Cervicothoracic region;1;0;1;M492
M4924;Enterobacterial spondylitis, Thoracic region;1;0;1;M492
M4925;Enterobacterial spondylitis, Thoracolumbar region;1;0;1;M492
M4926;Enterobacterial spondylitis, Lumbar region;1;0;1;M492
M4927;Enterobacterial spondylitis, Lumbosacral region;1;0;1;M492
M4928;Enterobacterial spondylitis, Sacral and sacrococcygeal region;1;0;1;M492
M4929;Enterobacterial spondylitis, Site unspecified;1;0;1;M492
M493;Spondylopathy in other infectious and parasitic diseases classified elsewhere;1;0;0;
M4930;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Multiple sites in spine;1;0;1;M493
M4931;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Occipito-atlanto-axial region;1;0;1;M493
M4932;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Cervical region;1;0;1;M493
M4933;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Cervicothoracic region;1;0;1;M493
M4934;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Thoracic region;1;0;1;M493
M4935;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Thoracolumbar region;1;0;1;M493
M4936;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Lumbar region;1;0;1;M493
M4937;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Lumbosacral region;1;0;1;M493
M4938;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Sacral and sacrococcygeal region;1;0;1;M493
M4939;Spondylopathy in other infectious and parasitic diseases classified elsewhere, Site unspecified;1;0;1;M493
M494;Neuropathic spondylopathy;1;0;0;
M4940;Neuropathic spondylopathy, Multiple sites in spine;1;0;1;M494
M4941;Neuropathic spondylopathy, Occipito-atlanto-axial region;1;0;1;M494
M4942;Neuropathic spondylopathy, Cervical region;1;0;1;M494
M4943;Neuropathic spondylopathy, Cervicothoracic region;1;0;1;M494
M4944;Neuropathic spondylopathy, Thoracic region;1;0;1;M494
M4945;Neuropathic spondylopathy, Thoracolumbar region;1;0;1;M494
M4946;Neuropathic spondylopathy, Lumbar region;1;0;1;M494
M4947;Neuropathic spondylopathy, Lumbosacral region;1;0;1;M494
M4948;Neuropathic spondylopathy, Sacral and sacrococcygeal region;1;0;1;M494
M4949;Neuropathic spondylopathy, Site unspecified;1;0;1;M494
M495;Collapsed vertebra in diseases classified elsewhere;1;0;0;
M4950;Collapsed vertebra in diseases classified elsewhere, Multiple sites in spine;1;0;1;M495
M4951;Collapsed vertebra in diseases classified elsewhere, Occipito-atlanto-axial region;1;0;1;M495
M4952;Collapsed vertebra in diseases classified elsewhere, Cervical region;1;0;1;M495
M4953;Collapsed vertebra in diseases classified elsewhere, Cervicothoracic region;1;0;1;M495
M4954;Collapsed vertebra in diseases classified elsewhere, Thoracic region;1;0;1;M495
M4955;Collapsed vertebra in diseases classified elsewhere, Thoracolumbar region;1;0;1;M495
M4956;Collapsed vertebra in diseases classified elsewhere, Lumbar region;1;0;1;M495
M4957;Collapsed vertebra in diseases classified elsewhere, Lumbosacral region;1;0;1;M495
M4958;Collapsed vertebra in diseases classified elsewhere, Sacral and sacrococcygeal region;1;0;1;M495
M4959;Collapsed vertebra in diseases classified elsewhere, Site unspecified;1;0;1;M495
M498;Spondylopathy in other diseases classified elsewhere;1;0;0;
M4980;Spondylopathy in other diseases classified elsewhere, Multiple sites in spine;1;0;1;M498
M4981;Spondylopathy in other diseases classified elsewhere, Occipito-atlanto-axial region;1;0;1;M498
M4982;Spondylopathy in other diseases classified elsewhere, Cervical region;1;0;1;M498
M4983;Spondylopathy in other diseases classified elsewhere, Cervicothoracic region;1;0;1;M498
M4984;Spondylopathy in other diseases classified elsewhere, Thoracic region;1;0;1;M498
M4985;Spondylopathy in other diseases classified elsewhere, Thoracolumbar region;1;0;1;M498
M4986;Spondylopathy in other diseases classified elsewhere, Lumbar region;1;0;1;M498
M4987;Spondylopathy in other diseases classified elsewhere, Lumbosacral region;1;0;1;M498
M4988;Spondylopathy in other diseases classified elsewhere, Sacral and sacrococcygeal region;1;0;1;M498
M4989;Spondylopathy in other diseases classified elsewhere, Site unspecified;1;0;1;M498
M50;Cervical disc disorders;0;0;0;
M500;Cervical disc disorder with myelopathy;1;1;0;
M501;Cervical disc disorder with radiculopathy;1;1;0;
M502;Other cervical disc displacement;1;1;0;
M503;Other cervical disc degeneration;1;1;0;
M508;Other cervical disc disorders;1;1;0;
M509;Cervical disc disorder, unspecified;1;1;0;
M51;Other intervertebral disc disorders;0;0;0;
